id,name,description,category,subcategory,category_confidence,category_evidence,art_class,art_class_confidence,art_class_evidence,flags,wire_extra_bytes,visual_group,visual_group_reason,visual_group_confidence,map_occurrence_sectors,map_regions,priority,priority_evidence,source,sprite_geometry
186,grass,,terrain,ground,DEMONSTRATED,flag:Bank,vegetation,INFERRED,name:grass,"Bank,Unmove",,name:grass|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
187,grass,,terrain,ground,DEMONSTRATED,flag:Bank,vegetation,INFERRED,name:grass,"Bank,Unmove",,name:grass|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
188,grass,,terrain,ground,DEMONSTRATED,flag:Bank,vegetation,INFERRED,name:grass,"Bank,Unmove",,name:grass|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
189,grass,,terrain,ground,DEMONSTRATED,flag:Bank,vegetation,INFERRED,name:grass,"Bank,Unmove",,name:grass|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
190,dirt,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:dirt|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
191,dirt,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:dirt|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
192,dirt,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:dirt|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
193,dirt,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:dirt|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
194,dirt,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:dirt|terrain,shared name and category,INFERRED,20,Ab'Dendriel;Ankrahmun;Carlin;DragonIsle;HellsGate;Hills;Swamp;Vega,P2,"map regions: Ab'Dendriel,Ankrahmun,Carlin,DragonIsle,HellsGate,Hills,Swamp,Vega",./dat/objects.srv,UNRESOLVED
195,grass,,terrain,ground,DEMONSTRATED,flag:Bank,vegetation,INFERRED,name:grass,"Bank,Unmove",,name:grass|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
196,grass,,terrain,ground,DEMONSTRATED,flag:Bank,vegetation,INFERRED,name:grass,"Bank,Unmove",,name:grass|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
197,grass,,terrain,ground,DEMONSTRATED,flag:Bank,vegetation,INFERRED,name:grass,"Bank,Unmove",,name:grass|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
198,grass,,terrain,ground,DEMONSTRATED,flag:Bank,vegetation,INFERRED,name:grass,"Bank,Unmove",,name:grass|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
199,grass,,terrain,ground,DEMONSTRATED,flag:Bank,vegetation,INFERRED,name:grass,"Bank,Unmove",,name:grass|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
200,grass,,terrain,ground,DEMONSTRATED,flag:Bank,vegetation,INFERRED,name:grass,"Bank,Unmove",,name:grass|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
201,grass,,terrain,ground,DEMONSTRATED,flag:Bank,vegetation,INFERRED,name:grass,"Bank,Unmove",,name:grass|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
202,grass,,terrain,ground,DEMONSTRATED,flag:Bank,vegetation,INFERRED,name:grass,"Bank,Unmove",,name:grass|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
203,grass,,terrain,ground,DEMONSTRATED,flag:Bank,vegetation,INFERRED,name:grass,"Bank,Unmove",,name:grass|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
204,grass,,terrain,ground,DEMONSTRATED,flag:Bank,vegetation,INFERRED,name:grass,"Bank,Unmove",,name:grass|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
205,grass,,terrain,ground,DEMONSTRATED,flag:Bank,vegetation,INFERRED,name:grass,"Bank,Unmove",,name:grass|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
206,grass,,terrain,ground,DEMONSTRATED,flag:Bank,vegetation,INFERRED,name:grass,"Bank,Unmove",,name:grass|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
207,gravel,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:gravel|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
208,gravel,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:gravel|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
209,gravel,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:gravel|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
210,gravel,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:gravel|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
211,gravel,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:gravel|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
212,gravel,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:gravel|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
213,gravel,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:gravel|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
214,gravel,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:gravel|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
215,gravel,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:gravel|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
216,gravel,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:gravel|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
217,gravel,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:gravel|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
218,gravel,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:gravel|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
219,grass,,terrain,ground,DEMONSTRATED,flag:Bank,vegetation,INFERRED,name:grass,"Bank,Unmove",,name:grass|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
220,grass,,terrain,ground,DEMONSTRATED,flag:Bank,vegetation,INFERRED,name:grass,"Bank,Unmove",,name:grass|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
221,grass,,terrain,ground,DEMONSTRATED,flag:Bank,vegetation,INFERRED,name:grass,"Bank,Unmove",,name:grass|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
222,grass,,terrain,ground,DEMONSTRATED,flag:Bank,vegetation,INFERRED,name:grass,"Bank,Unmove",,name:grass|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
223,grass,,terrain,ground,DEMONSTRATED,flag:Bank,vegetation,INFERRED,name:grass,"Bank,Unmove",,name:grass|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
224,grass,,terrain,ground,DEMONSTRATED,flag:Bank,vegetation,INFERRED,name:grass,"Bank,Unmove",,name:grass|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
225,grass,,terrain,ground,DEMONSTRATED,flag:Bank,vegetation,INFERRED,name:grass,"Bank,Unmove",,name:grass|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
226,grass,,terrain,ground,DEMONSTRATED,flag:Bank,vegetation,INFERRED,name:grass,"Bank,Unmove",,name:grass|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
227,grass,,terrain,ground,DEMONSTRATED,flag:Bank,vegetation,INFERRED,name:grass,"Bank,Unmove",,name:grass|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
228,grass,,terrain,ground,DEMONSTRATED,flag:Bank,vegetation,INFERRED,name:grass,"Bank,Unmove",,name:grass|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
229,grass,,terrain,ground,DEMONSTRATED,flag:Bank,vegetation,INFERRED,name:grass,"Bank,Unmove",,name:grass|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
230,grass,,terrain,ground,DEMONSTRATED,flag:Bank,vegetation,INFERRED,name:grass,"Bank,Unmove",,name:grass|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
231,sand,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:sand|terrain,shared name and category,INFERRED,371,Ab'Dendriel;Amazons;Ankrahmun;Camp;Carlin;Chor;Cormaya;Darashia;Desert;Drefia;Edron;Efreet;Fibula;FibulaDungeon;Fieldofglory;Ghostship;Greenshore;Hills;Marid;Minocity;Minoroom;Mists;Necropolis;Northport;Oasis;Orc;PortHope;Senja;Sternum;Stonehome;Swamp;Thais;Trollcaves,P2,"map regions: Ab'Dendriel,Amazons,Ankrahmun,Camp,Carlin,Chor,Cormaya,Darashia,Desert,Drefia,Edron,Efreet,Fibula,FibulaDungeon,Fieldofglory,Ghostship,Greenshore,Hills,Marid,Minocity,Minoroom,Mists,Necropolis,Northport,Oasis,Orc,PortHope,Senja,Sternum,Stonehome,Swamp,Thais,Trollcaves",./dat/objects.srv,UNRESOLVED
232,sand,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:sand|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
233,sand,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:sand|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
234,sand,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:sand|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
235,sand,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:sand|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
236,sand,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:sand|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
237,sand,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:sand|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
238,sand,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:sand|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
239,sand,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:sand|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
240,sand,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:sand|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
241,sand,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:sand|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
242,sand,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:sand|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
243,sand,,terrain,ground,DEMONSTRATED,flag:Bank,unclassified_named,UNRESOLVED,name matched no art keyword,"Bank,Unmove",,name:sand|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
244,rock soil,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:rock,"Bank,Unmove",,name:rock soil|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
245,rock soil,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:rock,"Bank,Unmove",,name:rock soil|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
246,rock soil,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:rock,"Bank,Unmove",,name:rock soil|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
247,rock soil,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:rock,"Bank,Unmove",,name:rock soil|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
248,rock soil,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:rock,"Bank,Unmove",,name:rock soil|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
249,rock soil,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:rock,"Bank,Unmove",,name:rock soil|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
250,rock soil,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:rock,"Bank,Unmove",,name:rock soil|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
251,rock soil,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:rock,"Bank,Unmove",,name:rock soil|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
252,rock soil,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:rock,"Bank,Unmove",,name:rock soil|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
253,rock soil,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:rock,"Bank,Unmove",,name:rock soil|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
254,rock soil,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:rock,"Bank,Unmove",,name:rock soil|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
255,rock soil,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:rock,"Bank,Unmove",,name:rock soil|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
256,rock soil,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:rock,"Bank,Unmove",,name:rock soil|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
257,rock soil,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:rock,"Bank,Unmove",,name:rock soil|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
258,rock soil,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:rock,"Bank,Unmove",,name:rock soil|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
259,rock soil,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:rock,"Bank,Unmove",,name:rock soil|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
260,rock soil,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:rock,"Bank,Unmove",,name:rock soil|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
261,rock soil,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:rock,"Bank,Unmove",,name:rock soil|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
262,rock soil,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:rock,"Bank,Unmove",,name:rock soil|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
263,rock soil,,terrain,ground,DEMONSTRATED,flag:Bank,rock,INFERRED,name:rock,"Bank,Unmove",,name:rock soil|terrain,shared name and category,INFERRED,0,,UNPRIORITIZED,declared but absent from origmap,./dat/objects.srv,UNRESOLVED
